,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP ",EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Total Current Assets ,"Property, Plant & Equip, Net ","Property, Plant & Equip ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Cash from Investing Activities ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
272,6.06,5.91,19.0,-3.66,-3.66,0.05,0.04,-0.08,0.04,-0.08,7.88,-5.75,-4.52,14.42,12.37,20.41,16.28,-6.24,5.24,5.24,54.69,17.66,12.42,12.06,17.27,20.96,10.56,13.85,13.92,0.17,12.83,9.76,10.74,10.72,12.42,0.06,21.62,9.84,-12.2,-20.05,11.09,0.05,14.42,-10.53,-12.61,3.32,-19.45,215.99,236.34,-551.44,-19.45,27.08,28.35,3.35,0.1389727361764476
273,8.29,8.34,-0.2,-29.19,-29.19,85.67,0.05,86.58,0.05,86.58,-4.68,72.39,5.62,3.22,5.6,-63.43,5.47,31.21,3.56,3.56,-44.8,9.03,13.09,2.46,8.25,-3.3,7.51,3.88,4.68,0.04,20.78,57.04,23.07,22.91,13.09,0.03,364.87,278.23,18.66,21.21,2.53,85.67,3.22,-87.66,-212.89,40.7,-9.62,-51.24,-110.93,-108.44,-9.62,73.98,-2.95,-24.63,0.0220232335692307
274,-6.92,-6.89,22.65,-83.22,-83.22,-90.47,-0.05,-91.05,-0.05,-91.05,14.34,-90.39,-9.79,6.43,-3.52,-3.87,23.28,-1.2,5.36,5.36,-4.75,1.35,0.81,3.57,-1.57,-3.27,4.24,1.89,1.47,0.04,25.54,-108.56,0.12,0.16,0.81,-0.24,-5.46,-5.6,-0.42,0.38,3.18,-90.47,6.43,-2737.82,-76.8,-18.3,24.16,-20.06,315.74,-138.36,24.16,-32.89,12.96,813.13,0.0924401568574951
275,45.19,45.19,4.6,2466.76,2466.76,1792.46,-0.6,1937.0,-0.6,1937.0,-29.12,1294.62,44.26,2.91,14.42,111.37,1.72,11.38,4.58,4.58,28.3,16.62,15.53,13.8,13.1,5.98,10.36,9.06,9.53,-0.14,25.34,4.55,21.82,21.58,15.53,-0.97,-41.62,-51.98,11.15,-1.53,0.64,1792.46,2.91,-388.22,-1159.46,3.44,9.92,-82.89,-112.56,-2780.1,9.92,-0.68,4.58,-94.89,-0.1794653524383398
276,-12.52,-12.5,0.02,-45.77,-45.77,-47.12,-2.42,-46.48,-2.42,-46.48,20.35,-40.3,-4.87,5.29,8.04,-25.22,0.05,6.29,7.27,7.27,-21.39,6.99,6.85,5.16,4.07,15.06,6.76,9.15,8.54,-0.09,10.47,-19.07,4.33,5.31,6.85,-4.98,75.81,66.94,0.8,2.14,-8.05,-47.12,5.29,-59.05,-18.96,2.81,-18.57,571.71,-2612.88,-148.31,-18.57,17.85,2.46,96.85,-0.1388806428432096
277,23.89,23.89,-1.22,100.54,100.54,109.94,-5.29,122.96,-5.29,122.96,-18.35,70.46,19.89,1.15,6.1,83.75,10.36,6.97,2.28,2.28,33.63,10.42,9.73,3.53,-1.01,-1.44,9.08,5.88,5.08,-0.1,20.2,-5.09,14.22,14.09,9.73,-4.31,-62.15,-66.83,6.83,8.06,3.33,109.94,1.15,173.17,21.22,-0.89,2.03,-177.85,55.41,-346.85,2.03,-2.3,24.11,-53.07,0.0205883174293435
278,-33.96,-34.0,8.73,-127.38,-127.38,-124.29,-2.74,-126.13,-2.74,-126.13,53.99,-138.48,-35.86,1.69,-12.36,-59.39,22.08,-8.87,2.97,2.97,-8.08,0.8,-1.08,8.13,7.89,7.51,3.78,4.83,5.4,-1.19,-4.27,63.67,-6.68,-6.66,-1.08,-1.2,233.36,257.16,-7.87,-15.53,2.96,-124.29,1.69,-178.17,-179.05,-5.57,16.48,-398.04,-94.17,-229.11,16.48,-16.77,-0.44,-471.58,0.2275386195141735
279,87.6,87.65,14.31,-493.01,-493.01,-540.42,-1.36,-527.5,-1.36,-527.5,-38.93,-324.78,81.21,14.56,30.37,6.17,-8.49,24.79,9.97,9.97,-17.11,10.2,12.81,10.13,15.22,2.18,7.43,5.9,6.71,-1.95,18.72,-42.91,18.82,18.76,12.81,-1.25,3.81,-12.58,7.66,8.3,3.52,-540.42,14.56,-227.77,-237.04,32.16,25.51,-62.71,766.73,-104.09,25.51,36.89,-11.76,-131.34,-0.087691829895014
280,31.46,43.61,16.54,-60.8,559.05,233.49,2.65,193.89,3.9,190.36,-5.6,129.48,13.77,-1.71,-26.2,-26.2,20.7,18.74,1.24,2.83,-6.03,-3.12,6.63,61.78,14.14,-6.45,11.46,-0.99,4.77,13.06,8.49,7.62,23.84,16.82,6.63,2.26,-7.24,-20.59,7.22,4.03,15.55,233.49,-1.71,242.34,-116.89,-21.03,4.44,-259.18,-11.54,-156.29,4.44,-25.62,105.54,-73.82,0.557473739996885
281,41.21,35.5,22.48,11.27,79.33,80.6,2.14,78.7,2.41,78.22,3.72,29.25,14.09,10.06,-14.89,-14.89,6.91,19.86,14.8,9.72,47.59,34.49,27.22,10.84,29.7,22.05,35.89,26.81,28.01,9.9,17.93,56.21,19.02,23.36,27.22,1.36,27.02,2.97,-77.28,-7.59,23.77,80.6,10.06,-2.56,85.8,39.95,39.37,616.43,-185.97,-62.39,39.37,40.1,-29.2,-23.32,-0.0144962812885222
282,9.54,8.83,13.76,-26.87,22.47,14.88,1.18,13.94,0.53,14.68,3.98,5.24,11.85,11.32,6.21,5.89,5.56,11.53,14.35,9.54,4.55,8.11,9.71,4.1,4.18,11.26,-1.87,6.42,5.48,4.87,17.21,1.66,36.09,31.19,9.71,1.16,27.3,-2.97,202.67,7.05,-2.07,14.88,11.32,-14.88,285.65,-25.24,22.5,-45.83,-10.51,-676.5,22.5,-37.24,16.24,-35.15,-0.1181043882375776
283,-15.51,-21.2,-6.28,-45.47,-37.74,-33.54,-1.13,-32.54,-1.64,-32.19,-13.8,-21.06,-8.42,9.74,6.21,5.89,-9.07,-9.93,3.73,4.62,-2.83,-0.51,-4.99,-2.22,-8.26,-3.72,-29.89,-12.61,-10.81,5.09,7.77,-39.41,18.7,18.75,-4.99,-2.63,-5.96,-20.81,64.39,-1.82,-7.75,-33.54,9.74,23.91,-176.54,94.45,11.47,-18.48,-227.11,-75.62,11.47,135.19,-40.71,191.54,-0.261808951378881
284,-0.85,4.16,2.7,-51.0,-0.88,-2.42,-4.34,1.94,-4.51,2.12,-1.74,-1.65,4.64,2.46,6.21,5.89,-2.73,1.47,-2.92,0.82,-0.91,-1.67,-0.25,7.2,2.12,3.99,21.92,8.87,5.99,6.52,6.38,64.98,-19.53,-19.41,-0.25,-4.96,4.07,29.13,-32.18,-0.64,-5.25,-2.42,2.46,14.73,-77.65,-20.94,-4.37,-28.12,-33.58,126.18,-4.37,-24.8,19.32,-18.93,-0.0791410047600573
285,-14.81,-12.95,-13.09,41.22,-32.34,-32.01,-3.71,-29.4,-4.39,-28.9,-5.56,-20.2,-5.01,-3.7,6.21,5.89,-6.43,-13.79,-2.94,1.28,-1.66,-2.14,-7.49,-18.14,-5.87,-9.41,-1.21,-6.91,-6.48,4.43,-13.7,-68.36,-11.57,-11.54,-7.49,-3.93,-3.43,9.16,-16.04,-8.42,-10.32,-32.01,-3.7,-41.23,23.97,-17.15,1.79,-3.03,29.17,-149.65,1.79,-22.76,-18.43,21.86,-0.2224705676606929
286,-18.03,-25.21,-5.35,175.72,-95.96,-102.34,-1.68,-102.71,-2.83,-102.74,-26.3,-103.25,-12.33,-0.39,6.21,5.89,-7.54,-4.6,-4.77,-0.12,-3.8,-4.68,-4.64,-11.49,-0.42,-9.34,4.11,-4.99,-3.1,0.74,-6.39,0.2,-11.29,-11.23,-4.64,0.72,-3.04,9.23,-7.66,-4.2,-6.5,-102.34,-0.39,516.92,-19.59,-15.99,-2.88,-49.96,-19.59,-203.37,-2.88,-21.1,52.02,-3249.93,0.3257092204228513
287,17.97,42.93,10.48,-66.04,2836.69,-1386.44,1.28,-1211.11,2.57,-1197.21,49.59,-1053.95,12.45,-5.17,6.21,5.89,11.65,13.38,-7.62,-1.26,-3.11,-4.72,3.02,35.95,3.06,4.51,-0.98,2.56,2.77,5.99,-3.93,-41.54,4.26,4.19,3.02,1.9,-5.18,-8.99,8.81,10.02,4.91,-1386.44,-5.17,12.72,-130.89,1.68,-20.95,-43.52,17.38,43.34,-20.95,12.54,81.24,-109.03,0.5561368728394134
288,20.37,23.51,5.81,45.37,91.62,710.01,-0.07,715.8,0.02,715.12,26.15,577.3,-31.17,-3.86,6.21,5.89,7.77,6.51,-4.1,-5.57,-0.87,-1.99,2.01,6.06,4.78,4.83,-9.72,-0.15,1.95,4.18,15.69,41.28,2.5,2.28,2.01,-3.7,4.8,2.47,6.66,1.65,74.87,710.01,-3.86,-23.85,2001.55,15.01,14.05,223.14,-0.08,-128.82,14.05,15.34,-30.22,-85.89,-0.1132086973453153
289,-1.68,-3.45,-5.77,1.49,-0.13,-0.88,-5.04,4.38,-5.32,4.69,-0.05,0.82,9.14,-6.83,6.21,5.89,2.59,1.53,-4.94,-1.89,0.09,-1.62,-0.07,-11.85,-5.66,5.12,-2.58,2.74,-0.94,1.85,13.18,-6.95,3.91,3.9,-0.07,-4.42,3.02,-0.85,14.64,7.62,-9.92,-0.88,-6.83,-31.96,-28.13,5.4,-1.65,-39.98,24.33,-246.71,-1.65,7.75,6.03,6.33,-0.0936448163697543
290,-22.4,-26.43,-10.07,16.74,-48.86,-50.72,-3.12,-49.21,-3.33,-49.1,-17.17,-36.59,-18.41,-5.63,205.92,205.92,-6.28,0.69,-3.9,0.18,0.39,-1.02,-0.16,-3.99,-3.4,-1.07,2.82,0.07,-1.38,4.97,2.12,-43.33,5.09,5.12,-0.16,-0.87,-26.15,-29.74,11.88,4.23,-4.89,-50.72,-5.63,11.87,-85.73,-8.46,-29.51,-22.98,-17.25,143.72,-29.51,-2.06,34.99,86.03,0.1070701164060854
291,22.09,24.23,15.58,-337.63,105.36,116.22,-0.02,116.48,-0.02,116.48,8.23,77.28,10.3,-3.29,-1.05,-1.05,3.55,10.11,-2.51,-1.37,2.98,1.23,5.71,29.05,16.06,0.13,-7.42,-2.15,5.29,2.7,11.7,74.89,7.52,7.4,5.71,-1.73,2.6,-4.47,11.61,-5.12,10.69,116.22,-3.29,-176.34,54.78,13.77,117.41,107.68,11.53,-106.81,117.41,-8.94,-11.72,-47.44,-0.1093906945913583
292,16.59,16.72,5.33,-105.81,6.68,3.25,-3.14,6.68,-3.3,6.85,2.66,-11.37,7.25,-5.65,-24.31,-24.31,2.84,0.76,-13.38,-8.18,1.61,-3.0,-1.03,6.47,5.64,-1.23,-15.29,-5.24,-0.34,2.53,10.77,58.21,-3.73,-3.78,-1.03,-3.65,5.1,9.23,6.93,-4.62,8.71,3.25,-5.65,-164.3,178.21,7.89,5.14,-17.61,73.85,2678.38,5.14,9.33,4.74,4.42,0.3804167193919647
293,12.84,32.84,12.74,-209.09,49.11,54.12,-3.09,59.06,-3.17,59.18,21.2,36.59,9.03,-3.38,-0.37,-0.37,5.32,7.23,21.08,7.98,0.58,6.21,6.75,3.62,10.14,-4.83,-0.39,-3.7,2.91,-2.39,17.78,-25.93,22.84,22.73,6.75,-3.29,3.24,-15.88,28.77,-2.64,3.5,54.12,-3.38,-59.88,-108.39,65.92,18.97,131.05,-4.79,-103.99,18.97,89.53,-22.1,7.64,0.0171827416594563
294,6.1,65.43,5.82,-11.01,19.55,1.1,-2.33,2.3,-2.25,2.22,0.31,-5.83,11.3,1.78,741.19,791.8,8.42,175.71,-1.43,8.43,-0.31,0.13,5.15,5.6,13.59,5.99,4.37,5.09,5.98,-1.16,21.52,115.22,3.82,3.79,5.15,-1.07,-10.53,-13.8,-20.51,142.72,-4.67,1.1,1.78,-22.3,-103.23,8.73,-2.08,-3.15,-96.84,-1113.93,-2.08,24.9,20.49,8.82,0.2034640593182319
295,47.2,-19.09,106.74,34.01,34.45,40.59,-2.21,17.03,-1.49,16.17,-14.56,-22.25,19.16,15.42,-72.4,-72.93,134.56,-3.52,17.2,14.4,40.73,36.11,33.14,84.55,60.81,28.12,18.52,22.84,27.06,2.91,14.91,53.54,6.58,43.29,33.14,-0.97,48.2,3.43,-7.87,-40.0,23.53,40.59,15.42,907.41,-23170.97,28.32,19.59,119.02,3900.65,-182.14,19.59,38.55,-15.29,12.13,0.1048528755858786
296,12.05,132.29,35.49,-77.33,41.45,52.51,-2.48,52.9,-2.2,52.46,43.09,33.08,9.44,125.93,641.64,575.99,26.89,133.19,-1.19,4.01,-0.37,-2.86,4.53,13.58,26.23,0.37,0.97,0.69,4.28,-0.96,16.53,-109.87,4.4,4.91,4.53,-0.83,-21.71,-25.37,-0.17,84.73,2.38,52.51,125.93,-112.9,27.8,3.55,4.78,-88.12,-34.9,-313.82,4.78,2.3,44.25,-30.56,0.4729972589014952
297,3.34,5.5,3.92,329.47,-4.26,-9.28,-1.98,12.1,-1.91,12.03,-2.4,6.34,-1.98,-6.56,-57.38,-84.31,15.49,-29.59,9.58,8.64,-0.26,-0.17,-3.73,9.25,13.15,17.03,-0.14,7.88,8.78,-4.09,18.15,273.33,2.71,-22.13,-3.73,-0.36,56.33,100.75,48.97,-37.78,5.43,-9.28,-6.56,-156.9,6.5,-4.67,13.94,540.24,243.79,-198.95,13.94,-23.96,37.59,-13.25,0.1195734444025138
298,6.37,6.39,5.89,-0.37,12.15,20.42,-1.6,24.95,-1.69,25.06,-27.4,15.58,4.07,-50.25,-14.72,127.59,-0.86,-3.87,3.73,5.45,0.53,0.74,0.33,-16.67,-7.94,-1.23,1.06,-0.1,-1.49,-0.22,11.98,-360.71,3.98,4.07,0.33,-1.53,-3.91,-7.67,-2.52,4.43,2.21,20.42,-50.25,192.49,-84.23,19.67,12.19,-8.21,-56.63,-123.74,12.19,31.28,-4.6,-2.67,0.016776611654945
299,8.34,8.56,9.39,7.67,7.28,-2.08,-3.76,1.21,-3.91,1.38,-0.63,-10.09,-1.57,8.24,-46.79,-41.3,9.1,-9.08,8.76,7.07,5.07,5.8,4.54,7.91,4.41,11.31,0.97,6.15,5.86,-0.74,-0.58,19.18,-0.84,1.97,4.54,4.35,13.54,11.35,5.24,-12.92,10.07,-2.08,8.24,1.93,-85.67,10.82,16.3,37.0,40.02,-173.68,16.3,3.54,-18.12,13.76,-0.0035247940628746
300,7.91,7.66,8.21,-4.57,7.34,7.51,-3.08,9.9,-3.18,10.01,-0.8,-1.29,3.84,10.12,37.48,43.83,15.36,32.98,7.69,5.11,4.48,6.4,8.36,12.63,18.47,13.41,3.57,8.74,10.33,-0.68,7.77,-156.32,3.2,4.39,8.36,4.38,14.74,9.92,-11.8,12.25,3.92,7.51,10.12,22.52,671.36,2.46,10.09,53.67,-101.79,-162.29,10.09,-8.91,13.76,-3.81,0.1545170886240441
301,5.13,5.72,6.12,6.34,6.75,153.18,-2.3,167.39,-1.83,166.09,0.15,148.49,1.92,2.79,3.85,3.85,7.43,-1.84,6.12,2.84,2.32,4.11,3.57,-0.32,0.12,6.94,-23.2,-6.67,-5.48,-1.92,65.51,286.73,27.18,22.88,3.57,-8.73,5.86,-13.86,-23.23,-1.96,3.14,153.18,2.79,-520.99,-11.84,11.24,4.28,-25.46,-5114.57,-87.38,4.28,23.79,3.71,-57.42,-0.0196323426711779
302,11.81,9.59,12.13,41.35,-0.52,-48.2,-2.63,-46.96,-3.05,-46.73,-4.54,-53.81,-0.34,8.66,11.26,11.26,29.93,36.04,15.51,8.32,41.46,34.49,34.63,41.33,28.02,80.65,22.06,58.87,53.14,-0.1,9.93,-197.1,4.38,4.25,34.63,-2.55,76.56,69.36,55.31,6.26,12.2,-48.2,8.66,-120.92,-80.15,13.52,5.75,271.09,-458.43,359.06,5.75,25.31,-25.04,119.8,-0.0647354105350695
303,15.27,14.95,15.07,9.61,11.51,12.32,-0.79,12.18,-0.65,12.03,-0.41,-3.44,11.63,21.33,44.21,44.21,1.69,16.22,8.74,6.08,2.54,3.56,4.66,9.75,9.74,-8.92,16.76,-1.59,0.17,2.63,20.75,-384.51,15.52,15.48,4.66,0.6,-10.39,-22.4,-20.45,5.9,3.26,12.32,21.33,-3.65,761.95,5.76,9.23,-70.82,-133.83,187.31,9.23,1.32,22.17,-4.98,0.0516451318549886
304,-4.94,-5.45,-1.42,-16.98,-17.25,-19.68,0.57,-19.78,0.3,-19.57,-5.56,-15.13,7.51,1.13,113.45,113.45,1.54,5.31,7.6,4.75,2.66,3.83,3.97,-1.67,-4.94,2.91,2.65,2.83,1.51,2.64,11.33,79.94,9.18,9.12,3.97,0.61,-4.86,-12.81,-7.42,10.78,-11.58,-19.68,1.13,-81.32,-122.11,-3.74,-5.46,-18.83,-29.06,268.78,-5.46,-1.35,19.39,19.32,0.0287551924506714
305,12.38,10.64,8.69,-49.71,35.75,29.28,0.22,34.12,0.65,33.55,0.7,19.61,-0.11,5.37,-25.8,-25.8,4.73,-7.23,3.95,3.08,0.8,1.61,0.74,6.56,1.92,-7.85,8.53,-2.31,-1.63,1.79,9.68,-21.44,6.39,5.37,0.74,-1.04,-6.39,-11.16,-13.53,-8.98,12.5,29.27,5.37,542.43,-253.36,17.82,6.04,11.61,185.86,-147.24,6.04,33.41,-12.34,-12.34,-0.2911445988663335
306,4.33,6.77,7.98,673.78,-51.37,-64.4,-3.88,-60.54,-4.81,-60.16,0.9,-63.65,6.01,0.12,-45.48,-45.48,5.53,-12.02,2.66,2.49,-8.57,-6.23,-6.75,-40.79,-4.98,0.38,-2.77,-0.81,-1.49,-1.9,-16.63,-276.42,-15.77,-16.3,-6.75,-6.91,4.55,24.91,2.16,-7.41,-1.59,-64.4,0.12,344.72,234.56,-9.38,13.17,5.16,-13.07,34.03,13.17,-33.09,-33.61,138.94,-0.0923519693305529
307,0.12,1.92,0.84,-78.75,120.57,206.74,-6.45,206.3,-6.37,206.04,3.18,186.21,0.12,3.73,30.87,30.87,9.0,9.9,7.57,5.34,-0.29,2.27,2.93,79.69,44.15,2.1,-15.03,-4.21,3.48,-2.24,2.49,-52.01,2.17,1.74,2.93,-5.72,0.9,-0.82,-9.58,-23.76,3.62,206.74,3.73,-118.45,-134.71,7.91,11.41,-49.36,22.65,-138.1,11.41,1.66,8.53,-62.34,0.0484631716679653
308,29.98,30.45,9.56,52.0,96.87,131.3,-0.56,135.11,-0.44,134.83,14.92,79.88,31.29,-2.53,2023.62,1644.28,19.65,63.75,-5.88,1.4,-0.03,-7.43,2.44,15.64,15.72,-15.86,-4.58,-9.19,-2.6,1.03,23.7,59.69,9.76,9.6,2.44,-3.76,-49.71,-54.11,7.65,41.51,-1.0,131.3,-2.53,586.24,-447.03,36.59,-30.62,-146.96,349.0,-2958.84,-30.62,487.76,25.62,-41.58,0.2595081822496152
309,24.41,-3.36,3.64,-154.89,16.46,9.5,-7.05,17.8,-6.97,17.7,-27.51,-11.99,23.99,-12.43,-44.74,-38.86,4.52,-12.82,1.97,4.18,-10.57,1.12,-1.97,2.13,2.37,-4.62,1.85,-0.6,0.33,1.34,21.78,-35.58,-4.87,-4.88,-1.97,-12.4,19.13,25.25,-2.92,-14.83,0.34,9.5,-12.43,-26.4,-118.8,15.26,48.83,-250.38,27.19,-141.32,48.83,-11.34,-20.45,5.27,0.1099116040230672
310,-76.55,-61.67,-46.78,18.09,-32.95,-40.16,-9.54,-25.08,-9.66,-24.98,190.34,188.95,-58.64,-17.07,-43.12,-37.4,-44.44,-20.61,-20.1,-15.43,-64.26,-24.27,-23.55,-39.31,-37.85,-3.89,-19.34,-13.72,-21.46,1.34,-28.17,32.91,-26.43,-26.33,-23.55,-5.11,7.5,45.92,-0.99,27.74,-43.29,-32.03,-17.07,-93.79,252.99,-29.14,26.38,65.74,-72.52,-40.5,26.38,-102.96,1.71,4.56,-0.0420693288309579
311,-6.13,-11.69,-22.78,4.74,-6.33,7.43,-1.03,9.77,-1.06,9.8,5.3,15.73,-13.78,12.98,80.15,72.64,-7.57,-20.7,8.27,9.49,15.27,6.31,0.78,-13.01,-13.27,1.46,-3.74,-1.63,-4.59,0.81,16.48,-51.02,8.55,8.39,0.78,0.49,-14.86,-21.45,7.56,-8.57,8.88,8.44,12.98,135.17,-103.87,15.55,9.63,-46.24,59.18,-223.65,9.63,-320.0,7.9,6.36,-0.025236767562103
312,-3.47,-22.87,-13.93,-53.8,-35.0,-27.75,0.52,-25.36,0.49,-25.34,-11.84,-22.28,-7.01,12.04,-22.34,-18.96,-19.79,-20.79,3.59,5.85,-22.89,2.46,-1.29,-23.51,-23.74,6.22,3.35,4.55,-1.98,0.83,8.12,-195.0,-0.34,-0.42,-1.29,0.44,13.54,14.01,0.88,3.87,3.8,-24.71,12.04,-304.24,-1152.08,4.03,9.96,142.06,-63.91,-135.89,9.96,-163.64,-6.86,38.66,-0.0987962411319134
313,-43.71,-92.35,29.66,-305.6,-177.09,-175.27,0.37,-164.23,-0.32,-164.67,-56.5,-214.53,-32.39,9.41,-53.22,-53.22,-33.69,-41.67,-11.93,-6.41,6.65,-12.59,-16.35,-33.74,-19.77,4.78,-18.63,-8.69,-10.68,0.62,-18.18,228.44,-23.4,-23.32,-16.35,0.38,28.62,67.74,-8.33,-27.3,-16.75,-163.0,9.41,55.85,-95.64,-54.75,-41.18,-42.8,-44.48,158.97,-41.18,608.0,27.08,-170.19,-0.2828002498115453
314,-19.86,-202.08,-24.13,-49.0,-23.61,-18.58,0.28,-18.59,0.28,-18.59,42.5,1.87,-4.19,-0.56,54.56,52.45,-24.37,-2.05,-12.21,-3.98,4.13,-8.49,-7.91,-26.09,-25.36,11.65,-13.13,-1.06,-4.98,0.32,-13.36,-0.86,-12.04,-12.12,-7.91,0.1,5.12,19.61,-4.57,31.23,-16.35,-18.58,-0.56,-121.7,2086.36,-41.85,-51.55,-55.41,-153.46,-152.07,-51.55,-81.19,108.6,-28.77,0.0059699032928193
315,22.85,-547.86,-22.41,338.11,-52.71,-77.72,-1.96,-75.88,-1.96,-75.88,60.01,-80.75,43.32,-24.46,175.87,75.21,26.54,91.8,-21.68,-15.96,-18.09,-29.96,-18.28,18.83,36.01,-34.59,-25.24,-30.38,-21.97,0.25,-6.84,-10.9,-12.49,-12.56,-18.28,-4.86,-43.47,-35.35,7.0,41.02,-14.29,-77.72,-24.46,-263.17,-103.12,60.73,-5.71,-301.14,-1717.28,89.83,-5.71,-633.48,-14.32,579.58,-0.0747350017345687
316,25.12,137.46,-28.52,-117.01,-481.38,-895.08,-4.47,-866.03,-3.73,-860.14,31.83,-684.9,32.07,-12.99,-24.48,-6.48,-5.86,-19.61,0.03,0.15,-13.59,-0.25,-4.61,6.18,-21.3,-13.26,-2.31,-7.97,-10.91,0.55,15.72,9.88,4.35,4.1,-4.61,-3.29,-32.33,-34.99,9.13,2.15,-5.26,-895.08,-12.99,-96.24,4133.33,82.76,47.03,-149.51,-24.26,-110.79,47.03,148.75,-36.05,-124.97,0.2186613976387311
317,-10.57,-14.98,38.65,194.27,-4.5,15.1,-4.22,19.96,-4.42,20.21,-2.56,28.48,-7.13,2.25,34.12,-13.98,-16.38,27.41,-7.5,-11.62,57.53,-5.48,0.76,-3.07,-4.76,-0.44,-12.98,-6.88,-6.47,0.22,16.85,-11.64,9.52,9.31,0.76,-4.7,8.33,-0.9,8.48,33.78,-3.7,15.1,2.25,-4478.95,-191.18,-14.15,-1.69,72.21,-44.13,177.24,-1.69,-27.75,9.5,-25.28,-0.2224882460158086
318,-42.32,-90.97,-22.66,-154.41,-132.97,-136.59,-3.51,-138.94,-4.05,-139.16,-50.94,-165.14,-38.16,-9.34,-23.18,-41.21,-19.02,-28.66,-5.62,4.46,-0.11,-5.69,-11.2,-34.04,-23.81,-0.27,-7.17,-3.58,-7.6,0.32,-11.4,-2.59,-14.67,-14.84,-11.2,-1.55,26.22,48.21,-4.1,-6.36,-6.73,-136.59,-9.34,-238.7,-35.75,-56.75,-28.95,-37.73,-48.21,172.81,-28.95,-98.05,11.27,-215.1,-0.5229458622504778
319,143.97,1656.0,67.21,-147.84,-504.84,-404.29,22.83,-343.51,23.2,-342.78,112.36,-222.6,139.04,30.56,-16.1,68.1,142.19,33.02,62.71,26.97,-2.08,47.59,44.78,143.2,124.02,27.01,14.6,21.28,38.1,28.53,15.51,-5.14,52.12,52.12,44.78,21.93,20.42,-20.84,5.07,-40.62,2.06,-404.29,30.56,-81.02,-441.67,253.94,12.92,107.33,133.94,-204.44,12.92,13316.09,-5.48,-218.33,0.597085963427811
320,71.28,103.23,-13.35,331.51,122.06,131.22,-3.79,140.32,-3.76,140.26,-0.17,34.99,78.49,4.11,40.24,28.44,6.27,16.82,-0.07,1.43,-23.12,0.63,3.49,16.25,6.87,-13.39,15.54,-0.77,1.26,0.93,30.38,21.21,5.72,5.72,3.49,-6.02,-31.67,-35.37,2.15,9.31,-4.04,131.22,4.11,439.73,-118.41,66.59,90.82,2.31,184.97,-28.2,90.82,55.54,-9.76,-27.95,0.9113455925027464
321,-28.48,-39.35,13.16,-54.37,-42.3,-41.34,-5.59,-37.87,-5.67,-37.82,-1.2,-17.99,-31.37,10.21,-28.53,-12.74,-22.77,-23.57,7.98,9.82,28.86,8.68,2.23,-30.29,-22.12,10.09,12.08,11.1,1.79,0.26,11.77,-5.45,2.66,2.66,2.23,-3.74,19.52,16.42,0.42,-1.86,4.21,-41.34,10.21,-10.32,490.6,-29.49,10.72,37.28,-52.02,-145.79,10.72,-51.99,17.41,20.21,-0.2224737573425232
322,9.13,9.51,7.5,-71.25,19.84,21.82,1.07,18.72,1.25,18.5,4.35,9.94,5.42,9.2,27.42,1.81,6.0,13.26,-42.5,-26.16,1205.24,3.99,8.35,-17.06,8.43,-2.95,43.67,5.3,7.73,7.97,8.02,17.31,8.97,9.1,8.35,-0.57,22.6,12.37,0.73,4.46,3.52,21.82,9.2,-46.55,17066.67,32.89,-15.6,83.02,63.78,-91.67,-15.6,104.87,-4.01,10.76,0.1089609370441095
323,14.07,12.31,10.74,143.48,16.02,16.55,-0.57,12.84,-0.64,12.93,0.54,-1.64,2.25,7.55,18.19,24.74,9.16,17.07,3.64,9.88,19.65,7.83,12.37,10.04,19.75,-41.48,29.96,-24.24,10.11,9.74,7.91,205.74,10.83,15.03,12.37,0.17,77.27,54.1,2.41,-2.24,11.56,16.55,7.55,82.99,3.3,15.04,22.27,-41.44,77.61,1510.87,22.27,10.61,18.91,2.53,0.1674601026636986
324,11.5,10.18,9.63,-114.29,16.11,14.59,-0.57,17.57,-0.84,17.88,-0.15,4.84,5.09,6.2,-13.52,-12.0,6.32,-1.31,99.52,57.22,-90.04,4.28,1.42,57.56,1.74,10.22,10.85,10.48,3.06,-3.25,10.17,-58.18,2.99,-0.44,1.42,-0.44,15.62,16.13,-1.8,-3.0,6.1,14.59,6.2,-24.91,-66.17,-4.41,14.73,4.75,78.62,-162.08,14.73,-17.35,24.47,-18.22,0.1499063860370182
